timestamp,alpha,beta,theta,trigger_image_name,generated_key
2025-06-10T11:35:43.049636,0.3068543686617613,0.4092352105294917,0.283910420808747,Forest_Scene,05f2eac97a132bf0013cba3241183a615b69f965cb18f3b9345c33fbcb0c9b32
2025-06-10T11:35:43.052628,0.3040074272506773,0.4213605988220843,0.2746319739272385,Forest_Scene,1c36acdc4fccb49eb8174d66862e8defec0a5d472818a014a7526af2704203e9
2025-06-10T11:35:43.054627,0.3008911686966422,0.4337811609837118,0.2653276703196459,Forest_Scene,7a7c6367f3e9d26e91889fc301e450fd6e777cf04d5022fe1c440dc79442f23c
2025-06-10T11:35:43.055631,0.2976495542289187,0.4466203351911015,0.2557301105799797,Forest_Scene,a64616409d0c7b8614ec752e98acd25db98652f8a60af44b9bf61715c7076379
2025-06-10T11:35:43.056634,0.2938579973338519,0.4599592939712384,0.2461827086949095,Forest_Scene,5bf22534cddd31de892b5dac38d1bbb3b19b8d148811d3221e8841630d42370c
2025-06-10T11:35:43.058629,0.28999385380248,0.4731938156046822,0.2368123305928377,Forest_Scene,a17bd6cc06305a4f14403225a74d33c1c43e5b19aec393fe2cf90b6a50834af0
2025-06-10T11:35:43.059627,0.2861291669052376,0.486467498034198,0.2274033350605644,Forest_Scene,77412818b0b6ad0a55f0e77f010acc58f2e41903d59204663a283d4907b82352
2025-06-10T11:35:43.061939,0.2821903281734417,0.4997337529965562,0.2180759188300021,Forest_Scene,fb39f4c0330ad191f5145e56d8162c92203ac2d7e04dca8b3d167bca7058b807
2025-06-10T11:35:43.063955,0.2781013940600302,0.512939397799642,0.2089592081403277,Forest_Scene,db1fbe269e30496fa6da010c8c60ab880bf70d29a445e2716c49c0a92daa94d7
2025-06-10T11:35:43.065960,0.2739745372269042,0.5261005184598553,0.1999249443132404,Forest_Scene,06a34811600cdd8cd2e7e7b17ec028a348c3446918b3f7be30b37f37c28752a2
2025-06-10T11:35:43.074149,0.2699498377619974,0.5391651419606116,0.190885020277391,Forest_Scene,8550e764e1545a623453dec5b240a4178b45626064ce827cca4ea291f97aab37
2025-06-10T11:35:43.079145,0.266067594630763,0.5520740873248898,0.1818583180443472,Forest_Scene,cc9176248985a418bbf58d501a603d466c5b83eac7e6de2f8c2f0a7b10916370
2025-06-10T11:35:43.089003,0.2618686653636408,0.5644802702784603,0.1736510643578989,Forest_Scene,12a3d982f7c92ecd1d188a9fef0e88b8716342bb4de79eed4a11123787b4d7e5
2025-06-10T11:35:43.093984,0.2578818398351342,0.576662512326266,0.1654556478385997,Forest_Scene,35daed5beb08fd98f3769862b9f7f7da93e7462c7d89c972c998a0c6843ec9d6
2025-06-10T11:35:43.096990,0.2540863340045437,0.587966048633729,0.1579476173617272,Forest_Scene,49c8b849d457876c4ff70fa6627c706d92824aedf4205733c17b711296be94c1
2025-06-10T11:35:43.099987,0.2504660484918986,0.5988144922299677,0.1507194592781336,Forest_Scene,23c7288a6ce8e8f1406b54d210d56793a38e6929ec43cacb52616ce287c7bf24
2025-06-10T11:35:43.104504,0.2468406093146027,0.6091976971698191,0.1439616935155782,Forest_Scene,7e3c27e26620217fbbc8bcb1566c2abc5d5da5dc0bd7c1aa9f80a9105b7c1a45
2025-06-10T11:35:43.107636,0.2435899626142359,0.618930229668121,0.1374798077176431,Forest_Scene,2b6b888ca4e2b616c6d1e0b2a881c358b3ff582b16962b1702b9e6c147e97a3d
2025-06-10T11:35:43.108637,0.2405948160219969,0.627823055420695,0.131582128557308,Forest_Scene,d31a19da2cde9cea0eea64eae377f3c79478a447330c6c7b7cf89999d4ee8571
2025-06-10T11:35:43.109635,0.237892055297553,0.6361514516425087,0.1259564930599382,Forest_Scene,70f3507555808c4bd0f141f454e943cc7f6a423332876a6ad5db922f56c1ef20
2025-06-10T11:35:43.112636,0.2354506438002955,0.643568006375993,0.1209813498237115,Forest_Scene,f159ab78e1c8dc52faf20a327c1bca9d504a8a34fe46618def12e38c0d428bb4
